Device name,Serial number,Platform,App name,Version
autoapps-vm6,VMQVFDRPUDXR,Mac,Photos,6.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Photos,5.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Photos,6.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Photos,7.0
macos-server,VMQQPELMCD7N,Mac,Photos,6.0
testuser-intunetest,C02YD0DJT80K,Mac,Photos,6.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Photos,6.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Plantronics Hub,3.22.53279.33311
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Plantronics Hub,3.22.53279.33311
autoapps-vm6,VMQVFDRPUDXR,Mac,Plantronics Hub,3.23.53335.34198
autoapps-vm4,VM9E9AKNGF8N,Mac,Plantronics Hub,3.23.53335.34198
Peter’s Mac,VMBTWSFTQANN,Mac,Podcasts,1.1.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Podcasts,1.1.0
delete-user-test,VMP4FUPM48DN,Mac,Podcasts,1.1.0
Captain America,C02YD0DJCI95,Mac,Podcasts,1.1.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Podcasts,1.1.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Podcasts,1.1.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Podcasts,1.0.0
general-testing-vm,VMPODNSEMFFX,Mac,Podcasts,1.1.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Podcasts,1.1.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Podcasts,1.1.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Podcasts,1.0.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Podcasts,1.1.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Podcasts,1.1.0
macos-server,VMQQPELMCD7N,Mac,Podcasts,1.1.0
testuser-intunetest,C02YD0DJT80K,Mac,Podcasts,1.1.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Podcasts,1.1.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Postman,8.10.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Postman,8.11.1
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Postman,8.10.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Postman,8.12.2
autoapps-vm4,VM9E9AKNGF8N,Mac,Postman,8.12.2
Peter’s Mac,VMBTWSFTQANN,Mac,Preview,11.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Preview,11.0
delete-user-test,VMP4FUPM48DN,Mac,Preview,11.0
Captain America,C02YD0DJCI95,Mac,Preview,11.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Preview,11.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Preview,11.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Preview,11.0
general-testing-vm,VMPODNSEMFFX,Mac,Preview,11.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Preview,11.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Preview,11.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Preview,11.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Preview,11.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Preview,11.0
macos-server,VMQQPELMCD7N,Mac,Preview,11.0
testuser-intunetest,C02YD0DJT80K,Mac,Preview,11.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Preview,11.0
Peter’s Mac,VMBTWSFTQANN,Mac,QuickTime Player,10.5
autoapps-prd-vm2,C02YD0DJT90K,Mac,QuickTime Player,10.5
delete-user-test,VMP4FUPM48DN,Mac,QuickTime Player,10.5
Captain America,C02YD0DJCI95,Mac,QuickTime Player,10.5
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,QuickTime Player,10.5
autoapps-webex-test,VMWE0U7FBY5R,Mac,QuickTime Player,10.5
autoapps-prd’-vm3,C02YD0DKK02K,Mac,QuickTime Player,10.5
general-testing-vm,VMPODNSEMFFX,Mac,QuickTime Player,10.5
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,QuickTime Player,10.5
autoapps-vm6,VMQVFDRPUDXR,Mac,QuickTime Player,10.5
autoapps-vm4,VM9E9AKNGF8N,Mac,QuickTime Player,10.5
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,QuickTime Player,10.5
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,QuickTime Player,10.5
macos-server,VMQQPELMCD7N,Mac,QuickTime Player,10.5
testuser-intunetest,C02YD0DJT80K,Mac,QuickTime Player,10.5
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,QuickTime Player,10.5
delete-user-test,VMP4FUPM48DN,Mac,RH QuickSupport,15.9.4
Peter’s Mac,VMBTWSFTQANN,Mac,Reminders,7.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Reminders,7.0
delete-user-test,VMP4FUPM48DN,Mac,Reminders,7.0
Captain America,C02YD0DJCI95,Mac,Reminders,7.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Reminders,7.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Reminders,7.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Reminders,7.0
general-testing-vm,VMPODNSEMFFX,Mac,Reminders,7.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Reminders,7.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Reminders,7.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Reminders,7.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Reminders,7.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Reminders,7.0
macos-server,VMQQPELMCD7N,Mac,Reminders,7.0
testuser-intunetest,C02YD0DJT80K,Mac,Reminders,7.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Reminders,7.0
autoapps-vm6,VMQVFDRPUDXR,Mac,RingCentral,21.3.22.1859
autoapps-vm4,VM9E9AKNGF8N,Mac,RingCentral,21.3.22.1859
Peter’s Mac,VMBTWSFTQANN,Mac,Safari,14.1
autoapps-prd-vm2,C02YD0DJT90K,Mac,Safari,14.1.1
delete-user-test,VMP4FUPM48DN,Mac,Safari,14.1.2
Captain America,C02YD0DJCI95,Mac,Safari,14.0.3
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Safari,14.1.2
autoapps-webex-test,VMWE0U7FBY5R,Mac,Safari,14.1.2
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Safari,13.1.3
general-testing-vm,VMPODNSEMFFX,Mac,Safari,14.1.1
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Safari,14.1.2
autoapps-vm6,VMQVFDRPUDXR,Mac,Safari,14.1.2
autoapps-vm4,VM9E9AKNGF8N,Mac,Safari,13.1.3
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Safari,14.1.2
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Safari,15.1
macos-server,VMQQPELMCD7N,Mac,Safari,14.1.2
testuser-intunetest,C02YD0DJT80K,Mac,Safari,14.1.1
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Safari,14.1.2
Peter’s Mac,VMBTWSFTQANN,Mac,Screenshot,1.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Screenshot,1.0
delete-user-test,VMP4FUPM48DN,Mac,Screenshot,1.0
Captain America,C02YD0DJCI95,Mac,Screenshot,1.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Screenshot,1.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Screenshot,1.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Screenshot,1.0
general-testing-vm,VMPODNSEMFFX,Mac,Screenshot,1.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Screenshot,1.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Screenshot,1.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Screenshot,1.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Screenshot,1.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Screenshot,1.0
macos-server,VMQQPELMCD7N,Mac,Screenshot,1.0
testuser-intunetest,C02YD0DJT80K,Mac,Screenshot,1.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Screenshot,1.0
Peter’s Mac,VMBTWSFTQANN,Mac,Script Editor,2.11
autoapps-prd-vm2,C02YD0DJT90K,Mac,Script Editor,2.11
delete-user-test,VMP4FUPM48DN,Mac,Script Editor,2.11
Captain America,C02YD0DJCI95,Mac,Script Editor,2.11
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Script Editor,2.11
autoapps-webex-test,VMWE0U7FBY5R,Mac,Script Editor,2.11
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Script Editor,2.11
general-testing-vm,VMPODNSEMFFX,Mac,Script Editor,2.11
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Script Editor,2.11
autoapps-vm6,VMQVFDRPUDXR,Mac,Script Editor,2.11
autoapps-vm4,VM9E9AKNGF8N,Mac,Script Editor,2.11
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Script Editor,2.11
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Script Editor,2.11
macos-server,VMQQPELMCD7N,Mac,Script Editor,2.11
testuser-intunetest,C02YD0DJT80K,Mac,Script Editor,2.11
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Script Editor,2.11
macos-server,VMQQPELMCD7N,Mac,Server,5.11.1
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Shortcuts,5.0
Peter’s Mac,VMBTWSFTQANN,Mac,Siri,1.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Siri,1.0
delete-user-test,VMP4FUPM48DN,Mac,Siri,1.0
Captain America,C02YD0DJCI95,Mac,Siri,1.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Siri,1.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,Siri,1.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Siri,1.0
general-testing-vm,VMPODNSEMFFX,Mac,Siri,1.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Siri,1.0
autoapps-vm6,VMQVFDRPUDXR,Mac,Siri,1.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Siri,1.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Siri,1.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Siri,1.0
macos-server,VMQQPELMCD7N,Mac,Siri,1.0
testuser-intunetest,C02YD0DJT80K,Mac,Siri,1.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Siri,1.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,Sketch,74.1
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Sketch,74.1
autoapps-vm6,VMQVFDRPUDXR,Mac,Sketch,76.1
delete-user-test,VMP4FUPM48DN,Mac,Sourcetree,4.1.3
autoapps-prd-vm2,C02YD0DJT90K,Mac,Spotify,1.1.64.561.g71bd09eb
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Spotify,1.1.64.561.g71bd09eb
autoapps-vm6,VMQVFDRPUDXR,Mac,Spotify,1.1.66.580.gbd43cbc9
autoapps-vm4,VM9E9AKNGF8N,Mac,Spotify,1.1.66.580.gbd43cbc9
Peter’s Mac,VMBTWSFTQANN,Mac,Stickies,10.2
autoapps-prd-vm2,C02YD0DJT90K,Mac,Stickies,10.2
delete-user-test,VMP4FUPM48DN,Mac,Stickies,10.2
Captain America,C02YD0DJCI95,Mac,Stickies,10.2
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Stickies,10.2
autoapps-webex-test,VMWE0U7FBY5R,Mac,Stickies,10.2
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Stickies,10.2
general-testing-vm,VMPODNSEMFFX,Mac,Stickies,10.2
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Stickies,10.2
autoapps-vm6,VMQVFDRPUDXR,Mac,Stickies,10.2
autoapps-vm4,VM9E9AKNGF8N,Mac,Stickies,10.2
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Stickies,10.2
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Stickies,10.2
macos-server,VMQQPELMCD7N,Mac,Stickies,10.2
testuser-intunetest,C02YD0DJT80K,Mac,Stickies,10.2
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Stickies,10.2
Peter’s Mac,VMBTWSFTQANN,Mac,Stocks,3.3
autoapps-prd-vm2,C02YD0DJT90K,Mac,Stocks,3.4
delete-user-test,VMP4FUPM48DN,Mac,Stocks,3.4.1
Captain America,C02YD0DJCI95,Mac,Stocks,3.2.1
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Stocks,3.4.1
autoapps-webex-test,VMWE0U7FBY5R,Mac,Stocks,3.4.1
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Stocks,2.5
general-testing-vm,VMPODNSEMFFX,Mac,Stocks,3.4
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Stocks,3.4.1
autoapps-vm6,VMQVFDRPUDXR,Mac,Stocks,3.4.1
autoapps-vm4,VM9E9AKNGF8N,Mac,Stocks,2.5
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Stocks,3.4.1
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Stocks,4.1
macos-server,VMQQPELMCD7N,Mac,Stocks,3.4.1
testuser-intunetest,C02YD0DJT80K,Mac,Stocks,3.4
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Stocks,3.4.1
autoapps-prd-vm2,C02YD0DJT90K,Mac,Sublime Text,Build 3211
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Sublime Text,Build 3211
autoapps-prd-vm2,C02YD0DJT90K,Mac,Superhuman,11.0.32
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Superhuman,11.0.32
Peter’s Mac,VMBTWSFTQANN,Mac,System Information,11.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,System Information,11.0
delete-user-test,VMP4FUPM48DN,Mac,System Information,11.0
Captain America,C02YD0DJCI95,Mac,System Information,11.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,System Information,11.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,System Information,11.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,System Information,10.14
general-testing-vm,VMPODNSEMFFX,Mac,System Information,11.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,System Information,11.0
autoapps-vm6,VMQVFDRPUDXR,Mac,System Information,11.0
autoapps-vm4,VM9E9AKNGF8N,Mac,System Information,10.14
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,System Information,11.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,System Information,11.0
macos-server,VMQQPELMCD7N,Mac,System Information,11.0
testuser-intunetest,C02YD0DJT80K,Mac,System Information,11.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,System Information,11.0
Peter’s Mac,VMBTWSFTQANN,Mac,System Preferences,14.0
autoapps-prd-vm2,C02YD0DJT90K,Mac,System Preferences,14.0
delete-user-test,VMP4FUPM48DN,Mac,System Preferences,14.0
Captain America,C02YD0DJCI95,Mac,System Preferences,14.0
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,System Preferences,14.0
autoapps-webex-test,VMWE0U7FBY5R,Mac,System Preferences,14.0
autoapps-prd’-vm3,C02YD0DKK02K,Mac,System Preferences,14.0
general-testing-vm,VMPODNSEMFFX,Mac,System Preferences,14.0
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,System Preferences,14.0
autoapps-vm6,VMQVFDRPUDXR,Mac,System Preferences,14.0
autoapps-vm4,VM9E9AKNGF8N,Mac,System Preferences,14.0
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,System Preferences,14.0
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,System Preferences,15.0
macos-server,VMQQPELMCD7N,Mac,System Preferences,14.0
testuser-intunetest,C02YD0DJT80K,Mac,System Preferences,14.0
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,System Preferences,14.0
Peter’s Mac,VMBTWSFTQANN,Mac,TV,1.1.4
autoapps-prd-vm2,C02YD0DJT90K,Mac,TV,1.1.5
delete-user-test,VMP4FUPM48DN,Mac,TV,1.1.6
Captain America,C02YD0DJCI95,Mac,TV,1.1.3
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,TV,1.1.6
autoapps-webex-test,VMWE0U7FBY5R,Mac,TV,1.1.6
autoapps-prd’-vm3,C02YD0DKK02K,Mac,TV,1.0.6
general-testing-vm,VMPODNSEMFFX,Mac,TV,1.1.5
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,TV,1.1.6
autoapps-vm6,VMQVFDRPUDXR,Mac,TV,1.1.6
autoapps-vm4,VM9E9AKNGF8N,Mac,TV,1.0.6
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,TV,1.1.6
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,TV,1.2
macos-server,VMQQPELMCD7N,Mac,TV,1.1.6
testuser-intunetest,C02YD0DJT80K,Mac,TV,1.1.5
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,TV,1.1.6
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,TeamViewerQS,15.21.4
Peter’s Mac,VMBTWSFTQANN,Mac,Terminal,2.11
autoapps-prd-vm2,C02YD0DJT90K,Mac,Terminal,2.11
delete-user-test,VMP4FUPM48DN,Mac,Terminal,2.11
Captain America,C02YD0DJCI95,Mac,Terminal,2.11
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Terminal,2.11
autoapps-webex-test,VMWE0U7FBY5R,Mac,Terminal,2.11
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Terminal,2.10
general-testing-vm,VMPODNSEMFFX,Mac,Terminal,2.11
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Terminal,2.11
autoapps-vm6,VMQVFDRPUDXR,Mac,Terminal,2.11
autoapps-vm4,VM9E9AKNGF8N,Mac,Terminal,2.10
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Terminal,2.11
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Terminal,2.12
macos-server,VMQQPELMCD7N,Mac,Terminal,2.11
testuser-intunetest,C02YD0DJT80K,Mac,Terminal,2.11
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Terminal,2.11
Peter’s Mac,VMBTWSFTQANN,Mac,TextEdit,1.16
autoapps-prd-vm2,C02YD0DJT90K,Mac,TextEdit,1.16
delete-user-test,VMP4FUPM48DN,Mac,TextEdit,1.16
Captain America,C02YD0DJCI95,Mac,TextEdit,1.16
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,TextEdit,1.16
autoapps-webex-test,VMWE0U7FBY5R,Mac,TextEdit,1.16
autoapps-prd’-vm3,C02YD0DKK02K,Mac,TextEdit,1.15
general-testing-vm,VMPODNSEMFFX,Mac,TextEdit,1.16
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,TextEdit,1.16
autoapps-vm6,VMQVFDRPUDXR,Mac,TextEdit,1.16
autoapps-vm4,VM9E9AKNGF8N,Mac,TextEdit,1.15
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,TextEdit,1.16
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,TextEdit,1.17
macos-server,VMQQPELMCD7N,Mac,TextEdit,1.16
testuser-intunetest,C02YD0DJT80K,Mac,TextEdit,1.16
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,TextEdit,1.16
autoapps-prd-vm2,C02YD0DJT90K,Mac,TextExpander,6.8.5
autoapps-prd’-vm3,C02YD0DKK02K,Mac,TextExpander,6.8.5
Peter’s Mac,VMBTWSFTQANN,Mac,Time Machine,1.3
autoapps-prd-vm2,C02YD0DJT90K,Mac,Time Machine,1.3
delete-user-test,VMP4FUPM48DN,Mac,Time Machine,1.3
Captain America,C02YD0DJCI95,Mac,Time Machine,1.3
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,Time Machine,1.3
autoapps-webex-test,VMWE0U7FBY5R,Mac,Time Machine,1.3
autoapps-prd’-vm3,C02YD0DKK02K,Mac,Time Machine,1.3
general-testing-vm,VMPODNSEMFFX,Mac,Time Machine,1.3
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,Time Machine,1.3
autoapps-vm6,VMQVFDRPUDXR,Mac,Time Machine,1.3
autoapps-vm4,VM9E9AKNGF8N,Mac,Time Machine,1.3
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,Time Machine,1.3
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,Time Machine,1.3
macos-server,VMQQPELMCD7N,Mac,Time Machine,1.3
testuser-intunetest,C02YD0DJT80K,Mac,Time Machine,1.3
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,Time Machine,1.3
autoapps-prd-vm2,C02YD0DJT90K,Mac,VirtualBox,6.1.26
autoapps-prd’-vm3,C02YD0DKK02K,Mac,VirtualBox,6.1.26
autoapps-vm6,VMQVFDRPUDXR,Mac,Visual Studio Code,1.60.0
autoapps-vm4,VM9E9AKNGF8N,Mac,Visual Studio Code,1.60.0
Peter’s Mac,VMBTWSFTQANN,Mac,VoiceMemos,2.2
autoapps-prd-vm2,C02YD0DJT90K,Mac,VoiceMemos,2.2
delete-user-test,VMP4FUPM48DN,Mac,VoiceMemos,2.2
Captain America,C02YD0DJCI95,Mac,VoiceMemos,2.2
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,VoiceMemos,2.2
autoapps-webex-test,VMWE0U7FBY5R,Mac,VoiceMemos,2.2
autoapps-prd’-vm3,C02YD0DKK02K,Mac,VoiceMemos,2.1
general-testing-vm,VMPODNSEMFFX,Mac,VoiceMemos,2.2
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,VoiceMemos,2.2
autoapps-vm6,VMQVFDRPUDXR,Mac,VoiceMemos,2.2
autoapps-vm4,VM9E9AKNGF8N,Mac,VoiceMemos,2.1
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,VoiceMemos,2.2
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,VoiceMemos,2.3
macos-server,VMQQPELMCD7N,Mac,VoiceMemos,2.2
testuser-intunetest,C02YD0DJT80K,Mac,VoiceMemos,2.2
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,VoiceMemos,2.2
Peter’s Mac,VMBTWSFTQANN,Mac,VoiceOver Utility,10
autoapps-prd-vm2,C02YD0DJT90K,Mac,VoiceOver Utility,10
delete-user-test,VMP4FUPM48DN,Mac,VoiceOver Utility,10
Captain America,C02YD0DJCI95,Mac,VoiceOver Utility,10
Internal - Matt Wilson - VMmPx2hwhR4z,VMMPX2HWHR4Z,Mac,VoiceOver Utility,10
autoapps-webex-test,VMWE0U7FBY5R,Mac,VoiceOver Utility,10
autoapps-prd’-vm3,C02YD0DKK02K,Mac,VoiceOver Utility,10
general-testing-vm,VMPODNSEMFFX,Mac,VoiceOver Utility,10
macos-11.6.1-ad-general,VMCY7EHIUJ8U,Mac,VoiceOver Utility,10
autoapps-vm6,VMQVFDRPUDXR,Mac,VoiceOver Utility,10
autoapps-vm4,VM9E9AKNGF8N,Mac,VoiceOver Utility,10
crowdstrike-falcon-test,VM0CJ7QW0S1Q,Mac,VoiceOver Utility,10
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,VoiceOver Utility,10
macos-server,VMQQPELMCD7N,Mac,VoiceOver Utility,10
testuser-intunetest,C02YD0DJT80K,Mac,VoiceOver Utility,10
AVENGER VMp6p1TC8pPG,VMP6P1TC8PPG,Mac,VoiceOver Utility,10
autoapps-prd-vm2,C02YD0DJT90K,Mac,Webex,41.7.0.19440
autoapps-vm6,VMQVFDRPUDXR,Mac,iTerm,3.4.10
autoapps-vm4,VM9E9AKNGF8N,Mac,iTerm,3.4.10
testuser’s MacBook Air,C02FL5YXQ6LC,Mac,securEnvoy-network-provider,15.8.2.61563
Peter’s Mac,VMBTWSFTQANN,Mac,zoom.us,5.7.1 (499)
autoapps-vm6,VMQVFDRPUDXR,Mac,zoom.us,5.7.6 (1320)
autoapps-vm4,VM9E9AKNGF8N,Mac,zoom.us,5.7.6 (1320)
